WT #1 (1) Area	WT #1 (2) Area	KO #1 (3) Area	KO #1 (4) Area	WT #2 (5) Area	WT #2 (6) Area	KO #2 (7) Area	KO #2 (8) Area	MIXC57 #3 (9) Area	MIXC57 #3 (10) Area	MIXKO #3 (11) Area	MIXKO #3 (12) Area	C: Student's T-test Significant KO #1 Female_WT #1 Female	N: Log2 (KO #1 Female/WT #1 Female)	N: -Log p-value (KO #1 Female/WT #1 Female)	N: Log2 (KO #2 Male/WT #2 Male)	N: -Log p-value (KO #2 Male/WT #2 Male)	N: Log2 (MIXKO/MIXWT)	N: -Log p-value (MIXKO/MIXWT)	T: Protein Group	T: Protein ID	T: Accession	T: Significance	T: Coverage (%)	T: #Peptides	T: #Unique	T: PTM	T: Avg. Mass	T: Description
22,3457	21,8461	21,6628	21,3592	20,4676	21,1332	19,5988	21,0426	22,4947	21,9637	19,6132	20,1825		-0,584955	0,736771	-0,479721	0,216442	-2,33131	1,57242	489	1035	P16675|PPGB_MOUSE	4,25	10	3	3	"Carbamidomethylation;Oxidation (M)"	53844	Lysosomal protective protein OS=Mus musculus OX=10090 GN=Ctsa PE=1 SV=1
22,3457	21,8461	21,6628	21,3592	20,4676	21,1332	19,5988	21,0426	22,4947	21,9637	19,6132	20,1825		-0,584955	0,736771	-0,479721	0,216442	-2,33131	1,57242	489	1065	tr|G3X8T3|G3X8T3_MOUSE	4,25	9	3	3	"Carbamidomethylation;Oxidation (M)"	55726	Carboxypeptidase OS=Mus musculus OX=10090 GN=Ctsa PE=1 SV=1
18,1704	16,9083	17,1946	17,8238	19,7039	19,7389	17,9882	17,3667	17,4087	18,6132	16,6937	18,5127		-0,0301428	0,0133245	-2,04399	1,64957	-0,407794	0,128175	862	1792	Q61753|SERA_MOUSE	4,25	5	2	2		56586	D-3-phosphoglycerate dehydrogenase OS=Mus musculus OX=10090 GN=Phgdh PE=1 SV=3
18,1704	16,9083	17,1946	17,8238	19,7039	19,7389	17,9882	17,3667	17,4087	18,6132	16,6937	18,5127		-0,0301428	0,0133245	-2,04399	1,64957	-0,407794	0,128175	862	1810	tr|F6ZSB7|F6ZSB7_MOUSE	4,25	17	2	2		15845	3-phosphoglycerate dehydrogenase (Fragment) OS=Mus musculus OX=10090 GN=Phgdh PE=1 SV=1
24,5869	24,1946	23,7895	23,6096	24,2463	24,9406	24,0935	24,5926	23,6431	23,2199	23,8093	24,4425		-0,691167	1,06951	-0,250366	0,209409	0,694427	0,678253	180	2653	Q8BTE6|WFD21_MOUSE	4,24	25	7	7	Carbamidomethylation	6792	Protein Wfdc21 OS=Mus musculus OX=10090 GN=Wfdc21 PE=2 SV=1
24,8576	23,632	24,1642	24,1095	23,7492	23,6757	23,0002	23,8576	23,2434	23,0309	23,4425	24,2961		-0,107931	0,0572327	-0,283556	0,238384	0,732222	0,623662	341	681	P59999|ARPC4_MOUSE	4,23	24	5	5	Acetylation (N-term)	19667	Actin-related protein 2/3 complex subunit 4 OS=Mus musculus OX=10090 GN=Arpc4 PE=1 SV=3
24,1095	23,0789	23,2679	23,1269	23,9316	24,1253	23,417	23,391	23,1269	23,391	23,7389	24,217		-0,396795	0,279662	-0,624455	1,62635	0,718988	0,924329	171	274	tr|Q99LB4|Q99LB4_MOUSE	4,22	39	12	12	"Deamidation (NQ);Oxidation (M);Acetylation (N-term)"	38769	capping protein (Actin filament)  Gelsolin-like OS=Mus musculus OX=10090 GN=Capg PE=1 SV=1
20,4874	20,3101	19,4616	17,8787	19,5676	19,5165	17,6096	17,3233	18,5694	18,8545	18,2419	19,8515		-1,72858	0,79004	-2,07555	2,31228	0,334725	0,14156	959	2034	Q9CR00|PSMD9_MOUSE	4,22	9	2	2	"Carbamidomethylation;Acetylation (N-term)"	24720	26S proteasome non-ATPase regulatory subunit 9 OS=Mus musculus OX=10090 GN=Psmd9 PE=1 SV=1
20,2302	18,6766	18,6276	17,9488	19,2442	19,2673	18,2185	17,2696	18,6731	19,356	18,185	18,7406		-1,16524	0,518528	-1,51175	1,06537	-0,551785	0,47281	580	2202	Q61655|DD19A_MOUSE	4,22	3	2	2		53933	ATP-dependent RNA helicase DDX19A OS=Mus musculus OX=10090 GN=Ddx19a PE=1 SV=2
22,5261	22,0122	21,6671	20,4476	21,5498	21,343	20,8576	20,654	20,7796	21,4273	21,1143	21,3321		-1,21183	0,680881	-0,690599	1,38286	0,119769	0,119521	362	596	tr|Q8BZN7|Q8BZN7_MOUSE	4,2	15	9	9	"Deamidation (NQ);Phosphorylation (STY)"	80111	Thyroid hormone receptor associated protein 3 OS=Mus musculus OX=10090 GN=Thrap3 PE=1 SV=1
22,5261	22,0122	21,6671	20,4476	21,5498	21,343	20,8576	20,654	20,7796	21,4273	21,1143	21,3321		-1,21183	0,680881	-0,690599	1,38286	0,119769	0,119521	362	597	Q569Z6|TR150_MOUSE	4,2	11	9	9	"Deamidation (NQ);Phosphorylation (STY)"	108178	Thyroid hormone receptor-associated protein 3 OS=Mus musculus OX=10090 GN=Thrap3 PE=1 SV=1
21,7223	20,9812	19,898	20,0951	20,7307	21,7348	20,7553	21,0951	20,3752	20,8727	21,0625	20,8346		-1,35524	1,14529	-0,307533	0,207309	0,324628	0,447001	336	872	Q8BGD9|IF4B_MOUSE	4,2	13	7	7	"Carbamidomethylation;Deamidation (NQ)"	68840	Eukaryotic translation initiation factor 4B OS=Mus musculus OX=10090 GN=Eif4b PE=1 SV=1
21,7265	20,0559	20,7471	20,7553	21,3156	21,6886	20,2764	20,4972	20,6714	21,1332	20,9742	21,1886		-0,139969	0,0543655	-1,11532	1,44684	0,179087	0,256018	688	1758	P97379|G3BP2_MOUSE	4,2	4	2	2		54088	Ras GTPase-activating protein-binding protein 2 OS=Mus musculus OX=10090 GN=G3bp2 PE=1 SV=2
17,9658	19,1432	18,4815	18,7537	16,3739	16,7532	18,7796	18,8515	15,0954	17,4736	16,4817	15,7508		0,0630913	0,0332164	2,25195	2,13864	-0,168195	0,0434336	829	1772	Q922D4|PP6R3_MOUSE	4,2	3	1	1	"Carbamidomethylation;Deamidation (NQ)"	94653	Serine/threonine-protein phosphatase 6 regulatory subunit 3 OS=Mus musculus OX=10090 GN=Ppp6r3 PE=1 SV=1
17,9658	19,1432	18,4815	18,7537	15,8477	15,4481	18,7796	18,8515	16,3258	17,4736	14,9847	15,3207		0,0630913	0,0332164	3,16762	2,3892	-1,74697	1,00038	829	1773	tr|G5E8R4|G5E8R4_MOUSE	4,2	3	1	1	"Carbamidomethylation;Deamidation (NQ)"	97863	Protein phosphatase 6  regulatory subunit 3 OS=Mus musculus OX=10090 GN=Ppp6r3 PE=1 SV=1
17,9658	19,1432	18,4815	18,7537	15,1316	15,5154	18,7796	18,8515	15,1182	17,4736	16,0963	14,4962		0,0630913	0,0332164	3,49201	2,50699	-0,999654	0,255464	829	1811	tr|A0A286YE88|A0A286YE88_MOUSE	4,2	9	1	1	"Carbamidomethylation;Deamidation (NQ)"	26884	Protein phosphatase 6  regulatory subunit 3 (Fragment) OS=Mus musculus OX=10090 GN=Ppp6r3 PE=1 SV=1
18,2832	18,209	17,4004	16,5775	16,9649	15,4318	15,8203	14,508	14,6828	19,0612	17,2326	18,1155		-1,2571	1,03083	-1,03411	0,383843	0,802073	0,12271	619	1460	Q9CR16|PPID_MOUSE	4,18	9	2	2	"Carbamidomethylation;Acetylation (N-term)"	40743	Peptidyl-prolyl cis-trans isomerase D OS=Mus musculus OX=10090 GN=Ppid PE=1 SV=3
22,3045	22,2361	22,1519	23,1946	23,9406	24,3578	23,9225	23,8858	22,9477	23,0493	23,5404	23,8093		0,40295	0,282978	-0,245051	0,440623	0,67636	1,3735	209	355	P47753|CAZA1_MOUSE	4,17	38	12	7	"Carbamidomethylation;Deamidation (NQ)"	32940	F-actin-capping protein subunit alpha-1 OS=Mus musculus OX=10090 GN=Capza1 PE=1 SV=4
22,3045	22,2361	22,1519	23,1946	23,9406	24,3578	23,9225	23,8858	22,9477	23,0493	23,5404	23,8093		0,40295	0,282978	-0,245051	0,440623	0,67636	1,3735	209	356	tr|Q5RKN9|Q5RKN9_MOUSE	4,17	38	12	7	"Carbamidomethylation;Deamidation (NQ)"	32954	F-actin-capping protein subunit alpha OS=Mus musculus OX=10090 GN=Capza1 PE=1 SV=1
18,5432	18,8081	19,29	19,2419	19,5988	21,1825	18,4456	18,2137	18,3624	18,9714	19,503	19,9882		0,590263	1,31623	-2,06102	0,908434	1,07868	0,961315	534	1652	P54923|ADPRH_MOUSE	4,17	10	3	3		40068	ADP-ribosylhydrolase ARH1 OS=Mus musculus OX=10090 GN=Adprh PE=1 SV=1
20,4874	20,5165	20,4375	21,391	22,9189	20,0951	19,8392	17,83	18,7039	19,8269	19,7955	18,8454		0,412272	0,320102	-2,67238	0,580086	0,0550632	0,0235872	644	994	Q8BYW1|RHG25_MOUSE	4,16	4	3	3		73383	Rho GTPase-activating protein 25 OS=Mus musculus OX=10090 GN=Arhgap25 PE=1 SV=2
24,7338	23,1332	23,1441	23,2679	23,4676	23,3239	23,1596	23,1269	22,5615	23,4923	23,1079	23,632		-0,727486	0,336843	-0,252486	1,12109	0,343054	0,231751	205	794	tr|A0A087WRY3|A0A087WRY3_MOUSE	4,16	27	7	7	Phosphorylation (STY)	26184	Nuclear casein kinase and cyclin-dependent kinase substrate 1 OS=Mus musculus OX=10090 GN=Nucks1 PE=1 SV=1
24,7338	23,1332	23,1441	23,2679	23,4676	23,3239	23,1596	23,1269	22,5615	23,4923	23,1079	23,632		-0,727486	0,336843	-0,252486	1,12109	0,343054	0,231751	205	795	Q80XU3|NUCKS_MOUSE	4,16	26	7	7	Phosphorylation (STY)	26313	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Mus musculus OX=10090 GN=Nucks1 PE=1 SV=1
24,5225	24,1565	23,5869	23,2125	23,5045	23,7796	23,4041	23,2961	23,6096	24,0275	23,8191	24,2679		-0,93981	1,15746	-0,291913	0,728475	0,224907	0,267974	183	211	P45376|ALDR_MOUSE	4,15	39	12	12	"Carbamidomethylation;Deamidation (NQ);Acetylation (N-term)"	35732	Aldo-keto reductase family 1 member B1 OS=Mus musculus OX=10090 GN=Akr1b1 PE=1 SV=3
25,4923	24,5983	24,945	25,1015	26,0772	26,1115	25,3975	25,2856	25,1642	25,1871	25,4234	25,5783		-0,0220423	0,0151703	-0,752791	2,22249	0,325216	1,27291	138	132	Q9DCD0|6PGD_MOUSE	4,14	39	17	17	Carbamidomethylation	53247	6-phosphogluconate dehydrogenase  decarboxylating OS=Mus musculus OX=10090 GN=Pgd PE=1 SV=3
21,7348	21,2989	18,0638	18,8727	20,417	19,4252	19,0453	19,2696	15,7393	19,1946	19,1655	20,0156		-3,04862	1,6583	-0,763689	0,565569	2,12362	0,449743	448	1001	P70670|NACAM_MOUSE	4,14	3	4	4	Phosphorylation (STY)	220497	Nascent polypeptide-associated complex subunit alpha  muscle-specific form OS=Mus musculus OX=10090 GN=Naca PE=1 SV=2
21,7348	21,2989	18,0638	18,8727	20,417	19,4252	19,0453	19,2696	15,7393	19,1946	19,1655	20,0156		-3,04862	1,6583	-0,763689	0,565569	2,12362	0,449743	448	1086	Q60817|NACA_MOUSE	4,14	29	4	4	Phosphorylation (STY)	23384	Nascent polypeptide-associated complex subunit alpha OS=Mus musculus OX=10090 GN=Naca PE=1 SV=1
28,94	28,7325	27,341	28,1065	28,5969	28,362	27,5682	27,9923	27,5682	27,9316	28,2891	28,524		-1,1125	0,970394	-0,699234	0,991007	0,656692	1,02894	73	241	P62962|PROF1_MOUSE	4,14	88	27	27	"Carbamidomethylation;Deamidation (NQ);Oxidation (M)"	14957	Profilin-1 OS=Mus musculus OX=10090 GN=Pfn1 PE=1 SV=2
19,0532	16,3304	16,1497	17,3145	19,0976	17,9431	18,9054	17,8965	16,734	17,0847	15,587	17,8965		-0,959712	0,234045	-0,11941	0,0503554	-0,167579	0,0462087	696	1926	Q9CPX6|ATG3_MOUSE	4,14	6	2	2		35796	Ubiquitin-like-conjugating enzyme ATG3 OS=Mus musculus OX=10090 GN=Atg3 PE=1 SV=1
22,9043	22,5237	22,6628	22,9024	23,7389	23,8191	22,4273	22,9098	22,4425	22,6628	23,0224	23,7182		0,068593	0,102842	-1,1105	1,34454	0,817653	0,811555	170	380	Q05144|RAC2_MOUSE	4,13	45	13	6	Carbamidomethylation	21441	Ras-related C3 botulinum toxin substrate 2 OS=Mus musculus OX=10090 GN=Rac2 PE=1 SV=1
22,1673	20,4972	21,2764	21,3045	22,2096	22,391	21,1704	21,2535	21,4874	21,9882	21,743	22,3211		-0,0417709	0,0156272	-1,08835	2,08076	0,294319	0,28234	390	764	O88844|IDHC_MOUSE	4,12	5	2	2		46674	Isocitrate dehydrogenase [NADP] cytoplasmic OS=Mus musculus OX=10090 GN=Idh1 PE=1 SV=2
24,5463	23,8858	23,4041	24,2891	24,1488	24,5045	23,3101	23,2434	22,68	23,5869	23,1749	24,0691		-0,369433	0,242334	-1,04991	1,54612	0,488528	0,281365	51	43	P57780|ACTN4_MOUSE	4,12	38	29	17	"Carbamidomethylation;Deamidation (NQ);Oxidation (M)"	104977	Alpha-actinin-4 OS=Mus musculus OX=10090 GN=Actn4 PE=1 SV=1
21,9388	21,6671	20,0559	21,2535	21,7594	21,1519	22,0625	20,5823	21,1519	21,1704	19,92	20,7389		-1,14823	0,693794	-0,133227	0,0540151	-0,831675	0,746165	286	727	Q9WTP6|KAD2_MOUSE	4,11	30	7	7	"Carbamidomethylation;Deamidation (NQ)"	26469	Adenylate kinase 2  mitochondrial OS=Mus musculus OX=10090 GN=Ak2 PE=1 SV=5
22,6628	21,7512	22,8054	22,6164	23,8191	23,9847	22,8054	22,9243	22,8557	22,8404	23,2066	23,3645		0,50389	0,406546	-1,03703	2,02111	0,437527	1,50377	157	138	Q8VBT6|APOBR_MOUSE	4,1	20	15	15	"Carbamidomethylation;Oxidation (M)"	102705	Apolipoprotein B receptor OS=Mus musculus OX=10090 GN=Apobr PE=1 SV=1
24,3444	23,002	22,6475	23,391	24,141	24,002	23,5522	23,6431	22,2679	24,3239	24,2679	24,2679		-0,653923	0,315296	-0,473882	1,53192	0,971983	0,352414	484	1448	P50543|S10AB_MOUSE	4,08	21	3	3	Carbamidomethylation	11083	Protein S100-A11 OS=Mus musculus OX=10090 GN=S100a11 PE=1 SV=1
19,5049	20,9882	18,9601	14,1771	20,3857	18,83	19,6114	16,3396	18,4736	18,8269	17,7073	20,3752		-3,67793	0,553447	-1,63231	0,334766	0,390987	0,0975929	545	1080	P56399|UBP5_MOUSE	4,08	3	2	2		95833	Ubiquitin carboxyl-terminal hydrolase 5 OS=Mus musculus OX=10090 GN=Usp5 PE=1 SV=1
19,5049	20,9882	18,9601	16,45	20,3857	18,83	19,6114	14,054	18,4736	18,8269	17,7073	20,3752		-2,54148	0,650935	-2,77515	0,358861	0,390987	0,0975929	545	1082	tr|Q3U4W8|Q3U4W8_MOUSE	4,08	4	2	2		93355	Ubiquitin carboxyl-terminal hydrolase OS=Mus musculus OX=10090 GN=Usp5 PE=1 SV=1
26,0212	25,6998	24,3444	24,6209	25,1253	25,341	24,7286	24,7389	24,1871	24,3511	24,1015	24,5812		-1,37784	1,64086	-0,499396	1,35977	0,0722513	0,095597	56	54	P20029|BIP_MOUSE	4,08	49	32	29	"Deamidation (NQ);Oxidation (M);Phosphorylation (STY);Acetylation (N-term)"	72422	Endoplasmic reticulum chaperone BiP OS=Mus musculus OX=10090 GN=Hspa5 PE=1 SV=3
20,0559	19,3962	18,0795	17,392	20,1704	20,1581	17,6523	17,6869	17,7987	19,0821	18,9601	19,786		-1,99028	1,2774	-2,49463	4,26647	0,93265	0,460766	691	1938	Q9JJI8|RL38_MOUSE	4,06	31	3	3		8204	Large ribosomal subunit protein eL38 OS=Mus musculus OX=10090 GN=Rpl38 PE=1 SV=3
25,1604	24,8336	28,5754	24,5926	24,8904	25,1174	24,317	24,2463	29,6407	24,7077	24,654	24,976		1,58701	0,292163	-0,722291	1,58433	-2,35916	0,355972	175	171	Q93092|TALDO_MOUSE	4,06	40	16	15	"Carbamidomethylation;Deamidation (NQ);Oxidation (M);Phosphorylation (STY);Acetylation (N-term)"	37387	Transaldolase OS=Mus musculus OX=10090 GN=Taldo1 PE=1 SV=2
25,1604	24,8336	28,5754	24,5926	24,8904	25,1174	24,317	24,2463	29,6407	24,7077	24,654	24,976		1,58701	0,292163	-0,722291	1,58433	-2,35916	0,355972	175	172	tr|A0A1B0GR11|A0A1B0GR11_MOUSE	4,06	35	16	15	"Carbamidomethylation;Deamidation (NQ);Oxidation (M);Phosphorylation (STY);Acetylation (N-term)"	42151	Transaldolase OS=Mus musculus OX=10090 GN=Taldo1 PE=1 SV=1
19,9882	19,668	15,0645	18,0899	16,0958	21,2361	18,9488	18,3012	18,2042	16,624	15,9748	19,5261		-3,25085	0,779736	-0,0409603	0,00488278	0,336353	0,0562427	685	1212	P60122|RUVB1_MOUSE	4,05	9	3	3		50214	RuvB-like 1 OS=Mus musculus OX=10090 GN=Ruvbl1 PE=1 SV=1
23,5404	22,4015	22,3592	22,3129	23,1976	23,2821	22,1704	23,0207	24,9933	22,5427	22,3101	22,6074		-0,634903	0,418839	-0,644295	0,567678	-1,30931	0,397989	623	2629	Q9CQS8|SC61B_MOUSE	4,05	20	2	2	Phosphorylation (STY)	9958	Protein transport protein Sec61 subunit beta OS=Mus musculus OX=10090 GN=Sec61b PE=1 SV=3
21,5261	21,1519	21,6186	22,1332	22,3752	23,1063	21,8269	21,0493	20,6971	21,1206	21,654	21,6886		0,536907	0,631672	-1,30267	0,870532	0,76246	1,15721	381	739	P80316|TCPE_MOUSE	4,05	12	5	5	"Deamidation (NQ);Acetylation (N-term)"	59624	T-complex protein 1 subunit epsilon OS=Mus musculus OX=10090 GN=Cct5 PE=1 SV=1
22,391	19,9601	21,7995	20,9882	21,4576	21,6671	20,6276	20,5915	20,7553	21,5213	21,0951	21,1704		0,218239	0,0553057	-0,952837	1,91324	-0,00561333	0,00450217	447	977	Q5XJY5|COPD_MOUSE	4,04	5	4	4		57230	Coatomer subunit delta OS=Mus musculus OX=10090 GN=Arcn1 PE=1 SV=2
24,7796	24,2535	23,4923	23,867	24,1253	24,824	24,8336	24,7338	24,0105	24,0443	24,4984	24,9043		-0,836875	0,91289	0,309052	0,324698	0,673928	1,09452	142	153	Q60710|SAMH1_MOUSE	4,03	30	18	18	"Carbamidomethylation;Deamidation (NQ);Oxidation (M);Acetylation (N-term)"	75893	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 OS=Mus musculus OX=10090 GN=Samhd1 PE=1 SV=3
20,0691	20,2066	18,6453	19,2137	20,0691	16,3667	18,6311	19,2208	21,1143	18,9714	19,0821	19,0319		-1,20834	1,2686	0,708099	0,129631	-0,985834	0,342225	622	1562	Q64152|BTF3_MOUSE	4,02	21	2	2	Deamidation (NQ)	22031	Transcription factor BTF3 OS=Mus musculus OX=10090 GN=Btf3 PE=1 SV=3
21,7553	21,2989	22,8014	22,1916	22,3699	21,9134	21,9777	22,0292	22,1363	22,3857	22,5069	22,7816		0,969389	0,900098	-0,138197	0,215754	0,383185	0,757294	363	1313	P62774|MTPN_MOUSE	4,02	58	5	5	"Carbamidomethylation;Deamidation (NQ);Acetylation (N-term)"	12861	Myotrophin OS=Mus musculus OX=10090 GN=Mtpn PE=1 SV=2
22,5045	19,898	19,1777	21,632	20,5915	20,4273	20,1825	20,4874	23,4041	20,7307	21,1825	21,3962		-0,796388	0,154956	-0,174421	0,376948	-0,777973	0,207286	588	1131	Q9D1J3|SARNP_MOUSE	4	16	4	4	"Oxidation (M);Acetylation (N-term)"	23533	SAP domain-containing ribonucleoprotein OS=Mus musculus OX=10090 GN=Sarnp PE=1 SV=3
23,3511	22,8595	21,6628	21,6628	22,0918	21,9098	22,8746	22,5093	22,0224	22,155	22,3017	22,5285		-1,44253	1,55545	0,691123	1,1123	0,326411	0,883181	204	286	tr|G5E866|G5E866_MOUSE	4	10	10	10	Deamidation (NQ)	145830	Splicing factor 3b  subunit 1 OS=Mus musculus OX=10090 GN=Sf3b1 PE=1 SV=1
23,3511	22,8595	21,6628	21,6628	22,0918	21,9098	22,8746	22,5093	22,0224	22,155	22,3017	22,5285		-1,44253	1,55545	0,691123	1,1123	0,326411	0,883181	204	287	Q99NB9|SF3B1_MOUSE	4	10	10	10	Deamidation (NQ)	145816	Splicing factor 3B subunit 1 OS=Mus musculus OX=10090 GN=Sf3b1 PE=1 SV=1
21,8576	20,417	20,2185	18,734	21,4726	20,417	19,209	19,0951	19,197	19,1679	18,8667	19,0319		-1,66107	0,602931	-1,79278	1,11008	-0,233194	0,963775	924	1946	P41105|RL28_MOUSE	3,98	13	3	3	Oxidation (M)	15733	Large ribosomal subunit protein eL28 OS=Mus musculus OX=10090 GN=Rpl28 PE=1 SV=2
22,2332	21,5498	21,1395	20,1581	21,4273	21,3699	19,9229	20,1206	20,3538	20,6628	20,2877	21,3266		-1,24271	0,761337	-1,37682	2,25621	0,298895	0,196089	359	590	Q9WUM4|COR1C_MOUSE	3,98	18	8	7	"Carbamidomethylation;Deamidation (NQ)"	53121	Coronin-1C OS=Mus musculus OX=10090 GN=Coro1c PE=1 SV=2
16,4464	13,8918	17,805	16,4399	17,6168	18,0532	17,7987	15,3269	14,6243	16,4783	17,0426	16,4987		1,95336	0,508881	-1,27228	0,379453	1,21933	0,476075	710	1447	E9Q5C9|NOLC1_MOUSE	3,96	4	2	2	Deamidation (NQ)	73698	Nucleolar and coiled-body phosphoprotein 1 OS=Mus musculus OX=10090 GN=Nolc1 PE=1 SV=1
16,4464	13,8918	17,805	16,4399	17,6168	18,0532	17,7987	15,3269	15,5159	16,4783	17,0426	16,4987		1,95336	0,508881	-1,27228	0,379453	0,773567	0,527822	710	1450	tr|A0A286YDA2|A0A286YDA2_MOUSE	3,96	4	2	2	Deamidation (NQ)	73428	Nucleolar and coiled-body phosphoprotein 1 OS=Mus musculus OX=10090 GN=Nolc1 PE=1 SV=1
16,4464	13,8918	17,805	16,4399	17,6168	18,0532	17,7987	15,3269	15,0163	16,4783	17,0426	16,4987		1,95336	0,508881	-1,27228	0,379453	1,02336	0,495031	710	1451	tr|A0A286YDT3|A0A286YDT3_MOUSE	3,96	4	2	2	Deamidation (NQ)	73570	Nucleolar and coiled-body phosphoprotein 1 OS=Mus musculus OX=10090 GN=Nolc1 PE=1 SV=1
16,4464	13,8918	17,805	16,4399	17,6168	18,0532	17,7987	15,3269	14,1406	16,4783	17,0426	16,4987		1,95336	0,508881	-1,27228	0,379453	1,46118	0,458994	710	1452	tr|A0A286YDV7|A0A286YDV7_MOUSE	3,96	4	2	2	Deamidation (NQ)	73686	Nucleolar and coiled-body phosphoprotein 1 (Fragment) OS=Mus musculus OX=10090 GN=Nolc1 PE=1 SV=1
20,1332	21,1765	19,5694	21,3592	21,6929	22,8895	21,2419	20,0426	20,3752	20,7307	18,5915	22,0493		-0,190536	0,0599743	-1,64891	0,719025	-0,232537	0,0429617	284	426	tr|B1AX58|B1AX58_MOUSE	3,95	13	9	2	"Carbamidomethylation;Deamidation (NQ);Oxidation (M);Acetylation (N-term)"	71746	Plastin 3 (T-isoform) OS=Mus musculus OX=10090 GN=Pls3 PE=1 SV=1
20,1332	21,1765	19,5694	21,3592	21,6929	22,8895	21,2419	20,0426	20,3752	20,7307	18,5915	22,0493		-0,190536	0,0599743	-1,64891	0,719025	-0,232537	0,0429617	284	427	Q99K51|PLST_MOUSE	3,95	13	9	2	"Carbamidomethylation;Deamidation (NQ);Oxidation (M);Acetylation (N-term)"	70742	Plastin-3 OS=Mus musculus OX=10090 GN=Pls3 PE=1 SV=3
20,1332	21,1765	19,5694	21,3592	21,6929	22,8895	21,2419	20,0426	20,3752	20,7307	18,5915	22,0493		-0,190536	0,0599743	-1,64891	0,719025	-0,232537	0,0429617	284	428	tr|A0A1C7CYV0|A0A1C7CYV0_MOUSE	3,95	13	9	2	"Carbamidomethylation;Deamidation (NQ);Oxidation (M);Acetylation (N-term)"	70643	Plastin 3 (T-isoform) (Fragment) OS=Mus musculus OX=10090 GN=Pls3 PE=1 SV=1
17,6024	17,5049	16,5849	15,6354	18,185	19,3602	19,729	19,0899	14,5296	15,3391	18,8392	16,4862		-1,44354	1,02628	0,63685	0,355027	2,72834	0,796943	743	2609	O70497|FCN2_MOUSE	3,92	7	1	1	Deamidation (NQ)	33984	Ficolin-2 OS=Mus musculus OX=10090 GN=Fcn2 PE=2 SV=2
21,0088	19,2489	18,8995	14,997	20,417	19,2718	19,1002	19,3473	17,9373	20,4676	20,1825	20,0691		-3,1806	0,559674	-0,620652	0,397514	0,923326	0,266185	834	1996	Q8VE97|SRSF4_MOUSE	3,91	5	2	2		55979	Serine/arginine-rich splicing factor 4 OS=Mus musculus OX=10090 GN=Srsf4 PE=2 SV=1
21,0088	19,2489	18,8995	14,997	20,417	19,2718	19,1002	19,3473	17,9373	20,4676	20,1825	20,0691		-3,1806	0,559674	-0,620652	0,397514	0,923326	0,266185	834	2010	tr|Q542V3|Q542V3_MOUSE	3,91	5	2	2		56249	Serine and arginine-rich splicing factor 4 OS=Mus musculus OX=10090 GN=Srsf4 PE=1 SV=1
22,5333	21,68	22,3017	22,4349	21,5404	21,391	22,2214	22,7836	22,4298	20,5261	22,1457	21,7182		0,261679	0,21745	1,0368	1,15199	0,45396	0,162762	713	1100	Q61171|PRDX2_MOUSE	3,9	24	5	5	Acetylation (N-term)	21779	Peroxiredoxin-2 OS=Mus musculus OX=10090 GN=Prdx2 PE=1 SV=3
17,4087	17,7406	17,8965	16,7073	17,9601	19,1922	15,7809	17,3581	17,7537	17,9545	17,7273	17,8906		-0,272763	0,15379	-2,00666	0,738057	-0,0451126	0,118826	937	1408	Q61362|CH3L1_MOUSE	3,89	6	2	2		43893	Chitinase-3-like protein 1 OS=Mus musculus OX=10090 GN=Chi3l1 PE=1 SV=3
23,6971	22,3592	22,0426	21,4576	22,1206	22,3805	21,6186	21,3699	22,1642	21,7675	21,6276	21,928		-1,27802	0,653367	-0,75629	1,28251	-0,188101	0,276899	327	648	P97351|RS3A_MOUSE	3,89	19	6	6	Oxidation (M)	29885	Small ribosomal subunit protein eS1 OS=Mus musculus OX=10090 GN=Rps3a PE=1 SV=3
19,8392	21,2361	18,3752	19,8392	14,2288	19,0532	19,9601	18,2512	16,977	19,2787	18,2185	19,9459		-1,43045	0,533146	2,46463	0,359399	0,954349	0,240037	578	1318	Q9D819|IPYR_MOUSE	3,88	22	3	3	Carbamidomethylation	32667	Inorganic pyrophosphatase OS=Mus musculus OX=10090 GN=Ppa1 PE=1 SV=1
22,2506	21,9316	21,0292	21,3376	21,9742	21,5261	21,0821	20,9882	20,7471	21,6186	21,5117	21,6453		-0,907719	1,26068	-0,715025	1,05048	0,395602	0,333287	174	492	Q9DAR7|DCPS_MOUSE	3,88	24	7	7	"Carbamidomethylation;Deamidation (NQ);Acetylation (N-term)"	38988	m7GpppX diphosphatase OS=Mus musculus OX=10090 GN=Dcps PE=1 SV=1
22,3592	21,0359	21,9566	20,8034	22,0156	21,68	20,9243	20,6886	21,3045	22,0325	21,1825	22,2736		-0,317535	0,1237	-1,04137	1,43583	0,0595074	0,0287381	467	1279	tr|A0A494BA38|A0A494BA38_MOUSE	3,87	31	5	3	Oxidation (M)	20186	RAB1B  member RAS oncogene family OS=Mus musculus OX=10090 GN=Rab1b PE=1 SV=1
